id,recipe_id,recipe_name,source_row_ref,section_name,ingredient_block,instruction_block
287354,201563,Bearnaise,1,,"1/2 cup dry white wine

1/4 cup white wine vinegar

3 sprigs chervil, leaves finely minced, stems reserved separately (optional; if not using add an extra sprig of tarragon)

3 sprigs tarragon, leaves finely minced, stems reserved separately

1 small shallot, thinly sliced

1/2 teaspoon whole black peppercorns

2 egg yolks

Kosher salt

1 1/2 sticks (12 tablespoons) unsalted butter","Combine wine, vinegar, herb stems, shallots, and black peppercorns in a small saucepan. Bring to a simmer over medium-high heat and lower heat to maintain a gentle simmer. Cook until reduced to about 1 1/2 tablespoons of liquid, about 15 minutes. Carefully strain liquid through a fine-mesh strainer into a small bowl, pressing on the solids with the back of a spoon to extract as much liquid as possible.

Combine wine reduction, egg yolk, and a pinch of salt in the bottom of a cup that barely fits the head of an immersion blender. Melt butter in a small saucepan over high heat, swirling constantly, until foaming subsides. Transfer butter to a 1-cup liquid measuring cup.

Place head of immersion blender into the bottom of the cup with the wine reduction and turn it on. With the blender constantly running, slowly pour hot butter into cup. It should emulsify with the egg yolk and wine reduction. Continue pouring until all butter is added. Sauce should be thick and creamy (see notes). Season to taste with salt. Whisk in chopped tarragon and chervil, if using. Serve immediately, or transfer to a small lidded pot and keep in a warm place for up to 1 hour before serving. Béarnaise cannot be cooled and reheated."
395676,340790,Jus Gras,1,,"1 recipe Bone Broth or Stock

Giblets

onion

herb stalks","Sear giblets

Sear onion

Add 1 quart (880g) broth

Add herb stalks

Boil down to 400g (100%)

Add 2% gelatin "
400266,340790,Jus Gras,2,,Animal fat from Stock recipe,"heat the turkey fat to at least 130 F

add enough Holiday Oil to make 160g (40%)

add 3.2g (0.8% of broth) liquid lecithin 

with a stick blender add the gravy broth

add 1.6% (0.4% of broth) xanthan gum and blend"
346716,375249,Marinara (Year-Round Sauce),1,,"2.5 oz Extra Virgin Olive Oil

2 Tbsp. Basil, minced

4 cloves garlic, minced

2 tsp Fennel Seed, ground","In a large skillet, bring olive oil, garlic, and basil to a sizzle, but don't let them take color. Once everything is lightly sizzling, add the fennel seeds."
247750,375249,Marinara (Year-Round Sauce),2,,"Crushed peeled tomato 28 oz

18g Worchestershire Sauce

11g Balsamic Vinegar

1-3 tsp. Chili flakes

17g Vodka

optional: tomato leaves","Dump in the tomatoes, worchestershire, vinegar, chili flakes, and stir until homogenous. If using, add the tomato leaves. Bring to a light simmer. Remove from heat and add vodka."
169995,303977,New York Style Pizza Sauce,1,,"1 28oz Can of Tomatoes

2g Salt, plus more to taste (volume can vary - check your salt container for conversions)

1 Tbsp Sugar (12g)

2 tsp Dried Oregano (~2g)",Combine all ingredients and blend thoroughly. The sauce can be stored in the refrigerator for up to 3 days before using.
368506,217602,Fresh Tomato Sauce,1,,"10 pounds (4.5kg) ripe plum tomatoes, preferably mixed varieties (such as Romas, Amish Pastes, and San Marzanos), cut into large chunks, 

15 pounds (6.8kg) ripe mixed tomatoes, mostly plums with a small portion of other tomatoes (such as beefsteaks), cut into large chunks

3 tablespoons (45ml) extra-virgin olive oil, plus more for greasing

1 large yellow onion, minced (see note)

3 medium cloves garlic, minced (see note)

2 large sprigs fresh basil

1 small tomato plant cutting with about 5 leaves (optional)

Kosher salt","In a large stockpot, heat the 10 pounds plum tomatoes, covered, over high heat, stirring occasionally, until tomatoes dump their liquid. Bring to a boil in covered pot, stirring occasionally, and cook until tomatoes are softened, about 10 minutes.

Preheat oven to 275°F (135°C) and grease several rimmed baking sheets and/or baking dishes with oil. Using a food mill or a stand mixer's vegetable strainer attachment, pass cooked plum tomatoes and all their liquid into a large heatproof container. Discard skins and seeds.

Pour plum tomato purée into rimmed baking sheets and/or baking dishes, being careful not to overfill them.

Carefully transfer baking sheets and dishes to oven and bake, checking every 15 minutes and stirring once purée begins to thicken, until a thick, spreadable tomato paste forms, at least 2 hours.

Meanwhile, fill the same large stockpot with remaining 15 pounds mixed tomatoes and cook, covered, over high heat, stirring occasionally, until tomatoes dump their liquid. Bring to a boil in covered pot, stirring occasionally, and cook until tomatoes are softened, about 10 minutes. (Work in batches if your pot can't hold all 15 pounds at once.)

Using food mill or stand mixer's vegetable strainer attachment, pass cooked mixed tomatoes and all their liquid into a large heatproof container. Discard skins and seeds. Measure out 1 quart (900ml) mixed-tomato purée and set aside.

Heat 3 tablespoons (45ml) olive oil in a large, wide saucepan over medium heat until shimmering. Add onion and garlic and cook, stirring occasionally, until softened and sweet, about 8 minutes. Add remaining mixed-tomato purée and simmer, stirring occasionally, until reduced to a sauce-like consistency, 35 to 40 minutes.

Remove from heat; stir in basil and tomato-plant cutting, if using; and let steep for 5 minutes. Discard basil and tomato-plant cutting. Stir in oven-dried tomato paste and reserved tomato purée and season with salt. Use as desired or freeze."
422877,210550,Curry Shop Base Gravy,1,,"1/2 cup of oil

1 star anise

1 whole black cardamom

2 whole green cardamom

2-3 whole cloves

1 whole cinnamon bark

1 1/2 t whole tsp black peppercorn

1 1/2 t whole coriander

1 bay leaves

1/2 c tomato puree

1 tsp grated garlic

1 tsp grated ginger","In 4-quart pot over medium, heat the oil no higher than 300F

Bloom the spices for a minute

add the garlic and ginger and fry for another minute"
422259,210550,Curry Shop Base Gravy,2,,"1 tsp curry powder 

1 tsp turmeric

1 tsp coriander

1/4 tsp cumin, 

1/4 tsp garam masala

1/4 chili powder

1/2 cup tomato puree","bloom the spices in the oil

add the tomato puree

cover and boil until the bubbles are regular"
147709,210550,Curry Shop Base Gravy,3,,"1 T salt

3 onions roughly chopped

1 large tomato, roughly chopped

1/2 green bell pepper, roughly chopped

1/2 red bell pepper, roughly chopped

2 carrots, roughly chopped

2 pints water","Add all the ingredients and just enough water to cover the vegetables

Simmer for 60 minutes, stirring occasionally to keep the bottom from burning"
291728,210550,Curry Shop Base Gravy,4,,1/2 c single (18%) cream,"Add the cream, cook another 15 minutes

Remove the star anise, cinnamon, and bay leaves

Blitz until smooth, for about 5 minutes. It should stick to a spoon but not be thick


Use after sauteeing most of a dish and before finishing herbs and acid, then simmer until it simmers continuously with small bubbles"
284760,449316,Tikka Masala (Butter Chicken Sauce),1,,"3 tablespoons oil

1 large onion, finely chopped

2 tablespoons minced ginger

8 cloves garlic, minced

2 teaspoons ground cumin

2 teaspoons ground turmeric

2 teaspoons ground coriander

2 teaspoons paprika

2 teaspoons chili powder

2 teaspoons garam masala

1 tablespoon tomato puree

1 28-oz. can crushed tomatoes

1 cup heavy cream

¼ cup fresh cilantro, for garnish","Toast cumin, turmeric, coriander, paprika, chili powder, and garam masala, then grind them in a spice grinder or mortar & pestle.

Heat the oil in a large pot over medium heat, then sauté the onions, ginger, and garlic until tender but not browned. Add the ground spices. Stir in half of the crushed tomatoes and bring to a boil and cook for about 5 minutes. 

Blend either with a bar blender or an immersion blender to form a very smooth puree.

Add back to the pan, add the cream and remaining tomatoes, then heat over medium low for 5-10 minutes."
130689,283265,Modernist Queso (Cheese Sauce),1,,"12 oz. Lager or low-hop beer. No IPAs.

1 Tbsp plus 1 tsp Sodium Citrate

4 oz. Swiss cheese (shredded)

4 oz. Muenster cheese (shredded)

8 oz. Colby Jack cheese (shredded)","Pour beer and Sodium Citrate into a large soup container (minimum 32 oz.). Microwave for at least three minutes, until beer reaches at least 150F. Watch it doesn't boil over.

Working in handfuls, use an immersion blender to melt the cheese into the beer mixture. You will have to stop every second handful to microwave the mixture for another minute or two until it's hot again. Keep monitoring it to make sure it doesn't boil over."
187540,279397,Parmesan (Parm) Queso,1,,"9 oz parm

7 oz white wine

2 tsp sodium citrate",
266518,417110,Quick Meat Sauce,1,,"1 Tbsp. oil or lard

1 pound ground beef plus or minus an equal mix of Italian Sausage

1 yellow onion, finely diced

1 tsp. black pepper

1 tsp. fennel seeds

8 oz. crimini mushrooms, finely diced

1 28-oz. can crushed tomatoes

beef broth

Fish sauce

Sherry vinegar",
221967,423933,Bolognese,1,,"6 ounces thick sliced bacon, minced

2 large onions, finely chopped

kosher salt

1/2 teaspoon freshly ground black pepper

3 whole cloves

1 whole star anise pod

3 stalks celery, finely chopped

3 cloves garlic, minced

2 Tbsp. (about 17g) minced fresh sage leaves

2 Tbsp. (about 17g) minced fresh parsley leaves","Place an 8-quart Dutch oven over low heat and add the bacon. Cook slowly until the bacon is crispy and has rendered its fat, 25 to 30 minutes. Reserve the bacon. 

Add the onion, a heavy pinch of salt, and pepper and stir to combine. Place the clove and star anise into a small spice bag, add to the Dutch oven and stir to combine. Cook, uncovered, over low heat, stirring occasionally, until the onions caramelize, 45 to 60 minutes. 

Add the celery and the minced garlic to the pan and continue to cook over low heat until the celery is semi-translucent, approximately 25 minutes. Add the herbs and cook another 5 minutes. Remove the spice bag from the pot."
350129,423933,Bolognese,2,,"3 cups beef broth

1 oz. powdered gelatin (4 packets; 30g)

1 Tbsp. oil

8 oz. coarsely ground beef chuck

8 oz. coarsely ground pork butt

8 oz. coarsely ground lamb shoulder

3/4 cups white wine

1-ounce dried porcini mushrooms, finely chopped

Reserved bacon","Heat oven to 300. Dissolve the gelatin in the cold or room temperature beef broth.

Meanwhile, place a wide 4-quart saute pan, over high heat. Add 1 tablespoon of the oil and once it shimmers, add the ground meats and cook, breaking into small pieces and stirring frequently, until the meat is well browned, 4 to 5 minutes. Transfer the meat to a colander to drain, reserving fat. Return the pan to high heat, add 1/2 cup of the wine and deglaze the pan, scraping up any browned bits from the bottom of the pot. Transfer these bits and any remaining wine to the Dutch oven along with the meat.

Add another 1/2 cup of the wine, beef broth, mushrooms, and bacon to the Dutch oven and stir to combine. Bring sauce to a simmer, then transfer to oven, uncovered. Cook, stirring and scraping down sides of pot occasionally, until liquid has almost completely reduced and sauce is rich and thick underneath a heavy layer of fat, 3 to 4 hours. If sauce still looks liquid or fat has not separated and formed a thick layer after 4 hours, transfer to stovetop and finish cooking at a brisk simmer, stirring frequently.

Carefully skim off most of the fat, leaving behind about 1 cup total. (For more precise measurement, skim completely, then add back 1 cup of fat.) Alternatively, let the sauce cool at this point and store in the fridge overnight to let the fat solidify and flavors meld. Then remove the solid fat, reserving a cup to add back in when the sauce is warmed."
434661,423933,Bolognese,3,,"1 Tbsp reserved fat

2 cloves garlic, sliced

2 (28-ounce) cans diced tomatoes

1 tablespoon dried oregano

2 teaspoons dried marjoram

1/4 cup white wine

2 tablespoons tomato paste

1 tablespoon ketchup

1 tablespoon sherry or balsamic vinegar

1/3 cup finely grated Parmesan

3/4 cup evaporated milk

Up to 4 tsp. Fish sauce

4 teaspoons fresh basil

2 Tbsp. (about 17g) minced fresh parsley leaves","When the sauce has been cooking for 2 1/2 hours, place the 4-quart saute pan over medium heat and add 1 tablespoon of the reserved fat. Once it shimmers, add the 2 cloves of sliced garlic and cook for 30 to 45 seconds or until fragrant. Do not allow the garlic to brown. Add the tomatoes, oregano, and marjoram and cook until most of the liquid has evaporated, approximately 30 minutes. Add the remaining 1/4 cup wine, tomato paste, ketchup, and vinegar, and stir to combine. Decrease the heat to low and simmer for 30 minutes. Increase the heat to medium high and cook, stirring constantly, for 2 to 3 minutes.

Stir in evaporated milk and parmesan. Bring to a boil on stovetop, stirring constantly to emulsify. Season to taste with fish sauce. Turn off the heat and add the basil and parsley. Bolognese can be cooled and stored in sealed containers in the refrigerator for up to 1 week, or frozen for later use."
410698,411519,Red Enchilada Sauce,1,,"2 tablespoons oil, butter, or lard

2 tablespoons all-purpose flour

1/4 cup chili powder

1/2 teaspoon garlic powder

1/2 teaspoon ground cumin

1/4 teaspoon dried oregano

2 cups chicken or vegetable stock

Better than Boullion, to taste","Heat oil in a small saucepan over medium-high heat. Add flour and cook for 1 minute, whisking constantly.  Add in the chili powder, garlic powder, cumin and oregano and cook for 1 more minute, whisking constantly.

Gradually pour in the stock, whisking constantly to combine until no lumps remain.  Continue cooking until the sauce reaches a simmer.  Then reduce heat to medium-low to maintain the simmer (the sauce should continue lightly bubbling) for about 10-15 minutes, uncovered, until the sauce has slightly thickened.

Season to taste with Better than Boullion"
344738,346148,Brown Basmati Rice (Stovetop Method),1,,"2 cups water

1 cup rice

pinch salt

1 tsp. butter","Over high heat, bring to a boil, stir, top with lid, drop heat down to low. Simmer for 35 minutes Without removing lid, remove from heat for 10 minutes. Fluff with a fork."
177325,404659,Short grain rice (Sushi Rice),1,,"400 grams (about 2 cups) short-grain white rice or sushi rice 

Water for rinsing

2 cups water

1 tsp salt","Place a fine-mesh sieve in a medium bowl. Place the rice in the sieve, then fill the bowl with cold water. Swirl the rice around in the water using your fingers, then remove the sieve from the bowl to drain the rice. Dump the water and repeat until the water is mostly clear, 3 to 5 times. Drain the rice well and transfer to a medium heavy-bottomed saucepan. 

Add the remaining 2 cups of water and season with 1 teaspoon of the salt (optional, depending on what the rice is for). Place over high heat and bring to a boil. Give the rice a single stir, reduce the heat to the lowest setting, cover, and cook for 15 minutes. Remove from the heat and rest 10 minutes, still covered. Finally, remove the lid and fluff the rice with a fork to release excess steam and to help the outer starch to solidify. 

Transfer to a bowl or, if making ahead, cool completely and transfer to a soup container for refrigeration."
231633,371465,Garbanzo Beans / Chickpeas,1,,"1/2 pound dried chickpeas (1 generous cup; 225g)

2 teaspoons (12g) baking soda, divided

6 cups water (1400g)

16g Kosher salt

8g MSG

1 small onion, split in half

1 small stalk celery

1 small carrot

2 medium cloves garlic

2 bay leaves","Pressure cook the beans. If you have an automatic model (like an Instant Pot) it'll probably have a ""Beans"" button. Here's your chance to use it."
319866,126933,Fresh Pasta,1,,"12 oz all-purpose flour

8 oz eggs

1 ½ tsp kosher salt","Combine flour, salt, and eggs in a food processor. 

Process for 60 seconds until the dough ball forms.

Remove the dough from the processor and form it into a ball. 

Wrap the dough tightly and rest for a minimum of 30 minutes at room temperature or up to overnight in the fridge.

Using a pasta roller, work in batches to roll out the dough. Start on the widest setting and decrease the size by two settings with every roll. Roll until the dough reaches the second thinnest setting (or to your preference). 

Cut the dough using a pasta cutting attachment or using a knife into long strands about ¼ inch wide. 

Dust the pasta in flour and set aside on a large rimmed baking sheet until ready to cook."
235438,231078,Macaroni,1,,"9 oz. (250g) dry elbow Macaroni

1250g water

20g salt","Bring to a boil, turn heat down to low or medium-low a simmer. Cook for 10 minutes."
182301,256683,Pinto Beans,1,,"1 pound (450g) pinto beans

3 pints (1350g) water

4 tsp. (18g) canning & pickling salt

2 tsp. (9g) MSG

1/2 yellow or white onion (optional: cut into two pieces with root attached, seared on flat sides)

2 cloves garlic, peeled and lightly crushed

1/2 tsp. Oregano or Epazote if available","Pressure cook the beans. If you have an automatic model (like an Instant Pot) it'll probably have a ""Beans"" button. Here's your chance to use it."
141904,313718,Quinoa,1,,"1 c quinoa

1.5 c cold water

1 tsp chicken base","rinse the quinoa until the water runs clear, then pour off the water

add 1.5 c cold water and the chicken base. put a lid on the pot and bring to a boil over high heat. drop heat to low and simmer until the water has evaporated (about 9 minutes). without removing the lid, let sit for five minutes. remove the lid and fluff with a fork."
164570,396212,Cottage Cheese Egg Bars,1,,"Eggs 10 whole

Cottage Cheese 4 cup

AP Flour 3/4 cup

Mexican Cheese Blend 1 cup

Mushrooms 1 cup

baking powder

salt

MSG",
237124,299288,Cauliflower & Tofu Curry,1,,"1lb cauliflower

12 oz tofu

120g frozen spinach, not thawed

2/3 can coconut milk

1/4 can crushed tomatoes

3 t garam masala

8 cubes base gravy

savory salt to taste",
250738,178643,Dhal Soup,1,,"1/2 c dhal from Costco

3 cubes of base gravy

2 cups minus 3 cubes water (displace the water with the three cubes. you can use a pint glass for this)

2 tsp vegetable better than bouillon 

1-1/2 cup water","simmer until dhal is cooked

blitz"
208229,131546,Dynamite Stuffing,1,,"1 pint chicken or turkey stock 

12 oz. Italian sausage 

3 cloves garlic

1 c chopped onion 

1 c chopped celery 

1 c chopped green pepper 

1 T, kosher salt and neutral oil as hardware

3 c Challah bread, cut into 1/2-inch cubes (from approximately 8 to 10 slices) 

1 c chopped pecans

2 whole eggs, beaten 

2 t dried rubbed sage or double the amount of fresh

2 t dried parsley or double the amount of fresh 

1 t freshly ground black pepper","Brown the sausage, and at the end of the sauté, add the garlic.  Put this into a metal mixing bowl. Dice the trinity, toss with salt and oil, and roast at 400 degrees, stirring every ten minutes or so for 45 minutes, or until they start to take color, and add to the gigantic bowl, as well as the herbs and pepper.  In the last 10 minutes of roasting, add the bread and pecans and remove when they’ve turned GBD.  Add the stock a half cup every five minutes until the bread no longer feels hard in the middle. Store overnight.

Spread the stuffing out in a heavy roasting pan under the turkey (skin side down) with a drying rack between the stuffing and the bird.  Roast at 400 degrees for 25 minutes, then remove from the oven, scrape all the stuffing out of the roasting pan and put into a pyrex baking dish, and put the bird back in the roasting pan, skin side up, with a foil breastplate.  Continue cooking the bird until it reaches 160 or until the skin takes enough color and turn the oven down to 350.  Stir the stuffing often to keep it from burning, and when it is no longer soggy from the turkey drippings remove and plate it around the carved turkey."
198361,208653,Brussels Sprout Pesto,1,,"2 pounds brussels sprouts, trimmed","
In a food processor with the grating disk attachment, shred the brussels sprouts. "
383884,208653,Brussels Sprout Pesto,2,,"2 Tbsp butter

2 cloves garlic, minced

1 cup half & half

1 Tbsp sherry vinegar

salt

pepper","In a wide saute pan over medium high heat, melt the butter and add the sprouts and a large pinch of kosher salt. Stir regularly until most of the sprouts have taken some browning, about 10 minutes. Add the garlic, cook another 2 minutes.

Deglaze with half & half. Season to taste with salt, black pepper, and sherry vinegar."
412731,145230,Fettuccini Alfredo,1,,"1 Tbsp + ½ tsp kosher salt, divided 

1 ½  Cups heavy cream, divided

2 Tbsp unsalted butter

1 tsp freshly ground black pepper 

9 oz fresh fettuccine pasta

2 oz parmesan cheese, grated

⅛ tsp freshly grated nutmeg","Bring a large pot of water with 1 tablespoon of salt to a boil.

Meanwhile, add 1 cup heavy cream and the butter to a large skillet. Melt over medium-low heat and allow the mixture to reduce by one third, about 5-10 minutes.

Once the sauce is reduced, turn the heat off and add the remaining 1/2 cup of heavy cream to the skillet. Season with the remaining salt and pepper.

 Add the pasta to the boiling water. Cook according to the manufacturer's directions for ‘al dente’ pasta, about 2-3 minutes.

Transfer the cooked pasta directly into the skillet with the heavy cream sauce. Reserve the pasta water.

Turn the heat to low and add the parmesan and nutmeg to the pasta. Cook the pasta and sauce for about 1-2 minutes, stirring with tongs, until the cheese is melted.

Add about 1/4 cup of the reserved pasta water to the sauce. Once again, stir with the tongs until the sauce is glossy and coats the pasta. 

Serve immediately. "
241885,381165,Shrimp Scampi,1,,"3 tablespoons salt

2 tablespoons sugar

1 1/2 pounds shell-on jumbo shrimp (16 to 20 per pound), peeled, deveined, and tails removed, shells reserved","Dissolve salt and sugar in 1quart cold water in a large container. Submerge shrimp in brine, cover, and refrigerate for 15 minutes. Remove shrimp from brine and pat dry with paper towels."
331383,381165,Shrimp Scampi,2,,"2 tablespoons extra-virgin olive oil

1 cup dry white wine

4 sprigs fresh thyme","Heat 1 tablespoon oil in 12-inch skillet over high heat until shimmering. Add shrimp shells and cook, frequently stirring, until they begin to turn spotty brown and skillet starts to brown,2 to 4 minutes. Remove skillet from heat and carefully add wine and thyme sprigs. When bubbling subsides, return skillet to medium heat and simmer gently, occasionally stirring, for 5 minutes—strain mixture through a colander set over a large bowl. Discard shells and reserve liquid (you should have about 2/3 cup)—Wipeout skillet with paper towels."
343840,381165,Shrimp Scampi,3,,"3 tablespoons lemon juice, plus lemon wedges for serving

1 teaspoon cornstarch

8 garlic cloves, sliced thin

1/2 teaspoon red pepper flakes

1/4 teaspoon pepper

4 tablespoons unsalted butter, cut into 1/2-inch pieces

1 tablespoon chopped fresh parsley","Combine lemon juice and cornstarch in a small bowl. Heat remaining 1 tablespoon oil, garlic, pepper flakes, and pepper in now-empty skillet over medium-low heat, occasionally stirring, until garlic is fragrant and just beginning to brown at edges, 3 to 5minutes. Add reserved wine mixture, increase heat to high, and bring to simmer. Reduce heat to medium, add shrimp, cover, and cook, occasionally stirring, until shrimp are just opaque, 5 to 7 minutes. Remove skillet from heat and, using a slotted spoon, transfer shrimp to a bowl.

Return skillet to medium heat, add lemon juice–cornstarch mixture, and cook until slightly thickened, 1 minute. Remove from heat and whisk in butter and parsley until combined. Return shrimp and any accumulated juices to skillet and toss to combine. Serve, passing lemon wedges separately."
441021,161413,Carbonara,1,,1/2 pound (220g) dried spaghetti,"Bring a pot of salted water to a boil. Add pasta and cook until al dente.

When the pasta is cooked, reserve 1/4 cup pasta water"
414140,161413,Carbonara,2,,"1 large strip of bacon, sliced into thin rashers (about 1 1/2 ounces; 45g)

2 tablespoons (30ml) extra-virgin olive oil, divided

1 whole large egg plus 3 yolks

1/4 cup grated Parmigiano-Reggiano (about 1 ounce; 25g), plus more for serving

1/2 tsp freshly ground black pepper (ground medium-coarse), plus more for serving","Combine bacon with 1 tablespoons (15ml) olive oil in a large skillet and cook, stirring frequently, over medium heat, until fat has rendered and guanciale is crisp, about 7 minutes.

In a large, metal heatproof mixing bowl, whisk together whole eggs and yolks, Pecorino Romano, Parmigiano-Reggiano, and black pepper.

Using tongs and/or a strainer, transfer pasta to skillet with crisped guanciale and its fat; be sure not to drain boiling pasta water. Add remaining 1 tablespoon (15ml) olive oil to pasta and stir to combine; let cool slightly. Scrape pasta, pork, and all the fat into the egg mixture. Measure 1/4 cup (60ml) pasta-cooking water and add to pasta and egg mixture. Stir well to combine."
194047,161413,Carbonara,3,,1/4 cup pasta water,"Set mixing bowl over pot of boiling pasta water (make sure bottom of bowl does not touch the water) and cook, stirring quickly with tongs, until sauce thickens to a creamy, silky consistency and leaves trails as you stir. My infrared thermometer read 135F at this point. Remove from heat, season with salt if needed, and divide into bowls. Serve right away, topping with more grated cheese and freshly ground pepper as desired."
414034,148353,Pad Thai,1,,8 ounces flat rice noodles,"Cook noodles according to package instructions, just until tender.  Rinse under cold water."
339346,148353,Pad Thai,2,,"3 Tbsp fish sauce

1 Tbsp low-sodium soy sauce

5 Tbsp light brown (or palm) sugar

2 Tbsp Tamarind paste

1 Tbsp chili flakes or twice as much chopped red thai chilis","
Make sauce by combining sauce ingredients in a bowl. Set aside."
365746,148353,Pad Thai,3,,"3 Tbsp oil

3 cloves garlic , minced

8 oz. uncooked shrimp, chicken, or extra-firm tofu, cut into small pieces

2 eggs

1 c fresh bean sprouts

1 red bell pepper, thinly sliced

3 green onions, chopped

1/2 c dry roasted peanuts

2 limes

1/2 cup cilantro, chopped","Heat 1½ tablespoons of oil in a large carbon steel pan or wok over high heat. Add the shrimp, chicken or tofu, garlic and bell pepper. The shrimp will cook quickly, about 1-2 minutes on each side, or until pink. If using chicken, cook until just cooked through, about 3-4 minutes, flipping only once.

Push everything to the side of the pan. Add a little more oil and add the beaten eggs. Scramble the eggs, breaking them into small pieces with a spatula as they cook.

Add noodles, then sauce, then bean sprouts and peanuts to the pan (reserving some peanuts for topping at the end). Toss everything to combine.

Garnish the top with green onions, extra peanuts, cilantro and lime wedges. Serve immediately"
437249,148353,Pad Thai,4,,"3 tbsp oyster sauce

1-1/2 tbsp light soy sauce

1-1/2 tbsp dark soy sauce

2 tsp sugar

1 tbsp water",Mix sauce in a small bowl
243395,148353,Pad Thai,5,,7 oz / 200g dried rice noodles,"soak noodles at least half an hour,"
231228,148353,Pad Thai,6,,"2 tbsp oil (peanut, vegetable or canola)

3 large cloves garlic, minced

2 birds eye chilli or Thai chillies, deseeded, very finely chopped

1/2 onion , sliced

7oz chicken thighs , cut into bite size pieces

2 tsp fish sauce

2 green onions , cut into 3cm/2"" pieces

1 cup Thai or Thai Holy Basil leaves","Heat oil in wok or large heavy based skillet over high heat.

Add garlic and chilli and cook for 10 seconds. Don't inhale - the chilli will make you cough!

Add onion, cook for 1 minute. 

Add chicken and fish sauce, and fry until cooked, around 2 minutes.

Add green onion, noodles and sauce and cook for 1 minute until the sauce reduces and coats the noodles.

Remove from heat and immediately add basil, toss until just wilted, then serve immediately."
130030,365724,Yakisoba,1,,"3 tsp sugar

2 Tbsp soy sauce

3 Tbsp oyster sauce

3 Tbsp ketchup

4 Tbsp worcester sauce","Mix the sauce, set aside"
222954,365724,Yakisoba,2,,"12 oz spaghetti

2 tsp baking soda

1 qt water

4 tsp salt","bring to a boil all together, cook to doneness, drain"
232536,365724,Yakisoba,3,,"cabbage, red pepper, onion, water chestnut, bamboo","
Make a stir fry, using 2/3 of the the sauce above

toss the noodles with the remaining sauce"
267890,225484,Baked Macaroni & Cheese,1,,1/2 pound elbow macaroni,"In a large pot of boiling, salted water cook the pasta to al dente."
380259,225484,Baked Macaroni & Cheese,2,,"3 tablespoons butter

3 tablespoons flour

1 tablespoon powdered mustard

3 cups milk

1/2 cup yellow onion, finely diced

1 bay leaf

1/2 teaspoon paprika

1 large egg

12 ounces sharp cheddar, shredded, divided

1 teaspoon kosher salt

Fresh black pepper","Preheat oven to 300 degrees F, adjusting the rack so that the top of our 2-quart casserole is in your oven's broiling position.

While the pasta is cooking, in a separate pot, melt the butter. Whisk in the flour and mustard and keep it moving for about five minutes. Make sure it's free of lumps. Stir in the milk, onion, bay leaf, and paprika. Simmer for ten minutes and remove the bay leaf.

Temper in the egg. Stir in 3/4 of the cheese. Season with salt and pepper. Fold the macaroni into the mix and pour into a 2-quart casserole dish. Top with remaining cheese, and cover with foil, and put in the oven to bake."
285099,225484,Baked Macaroni & Cheese,3,,"3 tablespoons butter

1 cup panko bread crumbs","Melt the butter in a saute pan and toss the bread crumbs to coat. 

When the macaroni has reached 165F, remove the foil and top the macaroni with the bread crumbs. 

Broil for 5 minutes, until the top has turned golden. Remove from oven and rest for five minutes before serving."
133585,363204,Italian Stir Fry,1,,"1 large carrot raw weight (160g)

10 spears roasted asparagus 75g

⅔ bell pepper (120g)

½ onion (100g)

Cut frozen green beans (120g)

Broccoli, roasted (100g)

Green peas, frozen (100g)

Cherry tomatoes (120g) seeded down to 90g

3 Italian sausages (275g)

2 cups minus 60g bechamel

Parm 25g

Pesto (60g)

1 19-oz. bag frozen cheese tortellini",
334492,337362,Thai Fried Rice,1,,"3 to 5 garlic cloves

1 to 5 Thai chili to your taste

1 onion

2 Tbsp fish sauce

1 tbsp palm sugar or brown sugar

1/4 tsp white pepper

2 tbsp unsalted butter

ginger?

12 oz 16/20 extra jumbo shrimp, peeled & deveined OR cooked crab

2 eggs + one egg

2 1/2 cups day old cold jasmine rice, separated by hand

handful holy basil, Thai basil or Italian basil","Pound garlic and thai cili together in a mortar and pestle. This way the natural oil form chili and garlic will be release and will make the fried rice more fragrance. You could carefully smash with knife and chop if you don’t have mortar and pestle. Set aside. Slice shallot and set aside along with garlic and chili.

toss the separated, cold rice with a beaten egg

Mix fish sauce, sugar and pepper in a small mixing bowl, set aside.

Heat a large skillet or a wok over high heat until smoking. Add butter, garlic, chili shallot and shrimp. Stir fry everything and cook the shrimp 1 minute each side, then mix everything in the wok and push to a side of the wok.

Crack 2 eggs in the wok. Let the eggs cook a bit then scramble the eggs. When eggs are cooked but still silky, toss everything together.

Add cold rice and pour sauce mixture. Toss everything together until rice is coated evenly with the sauce, about 2 to 3 minutes.

Toss in basil and turn off the heat. Keep tossing until basil is well combined with the fried rice."
